iata,name,lat,lng
LKY,Lake Manyara Airport,-3.376310110092163,35.81829833984375
MYW,Mtwara Airport,-10.339099884033203,40.181800842285156
MWZ,Mwanza Airport,-2.4444899559020996,32.932701110839844
PMA,Pemba Airport,-5.257259845733643,39.8114013671875
TGT,Tanga Airport,-5.092360019683838,39.07120132446289
ZNZ,Abeid Amani Karume International Airport,-6.22202,39.224899
EBB,Entebbe International Airport,0.042386,32.443501
SRT,Soroti Airport,1.7276899814605713,33.622798919677734
TIA,Tirana International Airport Mother Teresa,41.4146995544,19.7206001282
BOJ,Burgas Airport,42.56959915161133,27.515199661254883
GOZ,Gorna Oryahovitsa Airport,43.15140151977539,25.712900161743164
PDV,Plovdiv International Airport,42.067799,24.8508
SOF,Sofia Airport,42.696693420410156,23.411436080932617
SZR,Stara Zagora Airport,42.3766667,25.655
VAR,Varna Airport,43.232101,27.8251
LCA,Larnaca International Airport,34.875099182128906,33.624900817871094
PFO,Paphos International Airport,34.71799850463867,32.48569869995117
AKT,RAF Akrotiri,34.590401,32.9879
DBV,Dubrovnik Airport,42.5614013671875,18.268199920654297
OSI,Osijek Airport,45.46269989013672,18.810199737548828
PUY,Pula Airport,44.89350128173828,13.922200202941895
RJK,Rijeka Airport,45.21689987182617,14.570300102233887
SPU,Split Airport,43.53889846801758,16.29800033569336
ZAG,Zagreb Airport,45.7429008484,16.0687999725
ZAD,Zadar Airport,44.108299,15.3467
ABC,Albacete-Los Llanos Airport,38.9485015869,-1.8635200262099998
ALC,Alicante International Airport,38.28219985961914,-0.5581560134887695
LEI,Almería International Airport,36.84389877319336,-2.3701000213623047
OVD,Asturias Airport,43.5635986328125,-6.0346198081970215
ODB,Córdoba Airport,37.84199905395508,-4.848879814147949
BIO,Bilbao Airport,43.30110168457031,-2.9106099605560303
BCN,Barcelona International Airport,41.2971,2.07846
BJZ,Badajoz Airport,38.891300201416016,-6.8213300704956055
LCG,A Coruña Airport,43.302101,-8.37726
GRO,Girona Airport,41.901000977,2.7605500221
GRX,Federico Garcia Lorca Airport,37.18870162963867,-3.777359962463379
IBZ,Ibiza Airport,38.872898101800004,1.3731199502899998
XRY,Jerez Airport,36.744598388671875,-6.060110092163086
MJV,San Javier Airport,37.775001525878906,-0.8123890161514282
MAD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264
AGP,Málaga Airport,36.67490005493164,-4.499110221862793
MAH,Menorca Airport,39.86259841918945,4.218649864196777
OZP,Moron Air Base,37.17490005493164,-5.615940093994141
PNA,Pamplona Airport,42.77000045776367,-1.6463299989700317
REU,Reus Air Base,41.14739990234375,1.1671700477600098
ROZ,Rota Naval Station Airport,36.645198822,-6.34946012497
SLM,Salamanca Airport,40.95209884643555,-5.501989841461182
EAS,San Sebastian Airport,43.35649871826172,-1.7906099557876587
SCQ,Santiago de Compostela Airport,42.89630126953125,-8.415140151977539
LEU,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917
TOJ,Torrejón Airport,40.496700286865234,-3.4458699226379395
VLC,Valencia Airport,39.4893,-0.481625
VLL,Valladolid Airport,41.7061004639,-4.85194015503
VIT,Vitoria/Foronda Airport,42.8828010559082,-2.7244699001312256
VGO,Vigo Airport,42.2318000793457,-8.62677001953125
SDR,Santander Airport,43.427101135253906,-3.82000994682312
ZAZ,Zaragoza Air Base,41.66619873046875,-1.0415500402450562
SVQ,Sevilla Airport,37.417999267578125,-5.8931097984313965
CQF,Calais-Dunkerque Airport,50.962100982666016,1.954759955406189
BYF,Albert-Bray Airport,49.9715003967,2.69765996933
LTQ,Le Touquet-Côte d'Opale Airport,50.517398834228516,1.6205899715423584
XVS,Valenciennes-Denain Airport,50.325801849365234,3.4612600803375244
AGF,Agen-La Garenne Airport,44.17470169067383,0.5905560255050659
BOD,Bordeaux-Mérignac Airport,44.828300476100004,-0.715556025505
EGC,Bergerac-Roumanière Airport,44.82529830932617,0.5186110138893127
CNG,Cognac-Châteaubernard (BA 709) Air Base,45.65829849243164,-0.3174999952316284
PIS,Poitiers-Biard Airport,46.58769989013672,0.30666598677635193
MCU,Montluçon-Guéret Airport,46.222599029541016,2.363960027694702
LIG,Limoges Airport,45.86280059814453,1.1794400215148926
NIT,Niort-Souché Airport,46.313477,-0.394529
TLS,Toulouse-Blagnac Airport,43.629101,1.36382
PUF,Pau Pyrénées Airport,43.380001068115234,-0.41861099004745483
LDE,Tarbes-Lourdes-Pyrénées Airport,43.1786994934082,-0.006438999902456999
ANG,Angoulême-Brie-Champniers Airport,45.72919845581055,0.22145600616931915
BVE,Brive Souillac Airport,45.039722,1.485556
PGX,Périgueux-Bassillac Airport,45.19810104370117,0.815555989742279
BIQ,Biarritz-Anglet-Bayonne Airport,43.4683333,-1.5311111
ZAO,Cahors-Lalbenque Airport,44.35139846801758,1.4752800464630127
LBI,Albi-Le Séquestre Airport,43.91389846801758,2.1130599975585938
DCM,Castres-Mazamet Airport,43.55630111694336,2.289180040359497
RDZ,Rodez-Marcillac Airport,44.407901763916016,2.4826700687408447
RYN,Royan-Médis Airport,45.62810134887695,-0.9725000262260437
XMW,Montauban Airport,44.025699615478516,1.3780399560928345
RCO,Rochefort-Saint-Agnant (BA 721) Airport,45.88779830932617,-0.9830560088157654
CMR,Colmar-Houssen Airport,48.109901428222656,7.359010219573975
DLE,Dole-Tavaux Airport,47.042686,5.435063
OBS,Aubenas-Ardèche Méridional Airport,44.544203,4.372192
LPY,Le Puy-Loudes Airport,45.0806999206543,3.762890100479126
ETZ,Metz-Nancy-Lorraine Airport,48.9821014404,6.25131988525
BIA,Bastia-Poretta Airport,42.55270004272461,9.48373031616211
CLY,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556
FSC,Figari Sud-Corse Airport,41.5005989074707,9.097780227661133
AJA,Ajaccio-Napoléon Bonaparte Airport,41.92359924316406,8.8029203414917
PRP,Propriano Airport,41.66059875488281,8.889749526977539
SOZ,Solenzara (BA 126) Air Base,41.924400329589844,9.406000137329102
AUF,Auxerre-Branches Airport,47.85020065307617,3.497109889984131
CMF,Chambéry-Savoie Airport,45.638099670410156,5.880229949951172
CFE,Clermont-Ferrand Auvergne Airport,45.7867012024,3.1691699028
BOU,Bourges Airport,47.058101654052734,2.3702800273895264
QNJ,Annemasse Airport,46.1920013428,6.268390178680001
LYS,Lyon Saint-Exupéry Airport,45.725556,5.081111
SYT,Saint-Yan Airport,46.412498474121094,4.0132598876953125
RNE,Roanne-Renaison Airport,46.05830001831055,4.001389980316162
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,45.9308333,6.1063889
GNB,Grenoble-Isère Airport,45.36289978027344,5.329370021820068
VAF,Valence-Chabeuil Airport,44.9216,4.9699
VHY,Vichy-Charmeil Airport,46.169700622558594,3.4037399291992188
AUR,Aurillac Airport,44.89139938354492,2.4219400882720947
CHR,"Châteauroux-Déols ""Marcel Dassault"" Airport",46.860278,1.721111
LYN,Lyon-Bron Airport,45.72719955444336,4.944270133972168
CEQ,Cannes-Mandelieu Airport,43.542,6.95348
EBU,Saint-Étienne-Bouthéon Airport,45.54059982299805,4.296390056610107
CCF,Carcassonne Airport,43.215999603271484,2.3063199520111084
MRS,Marseille Provence Airport,43.439271922,5.22142410278
NCE,Nice-Côte d'Azur Airport,43.6584014893,7.215869903560001
XOG,Orange-Caritat (BA 115) Air Base,44.140499114990234,4.866720199584961
PGF,Perpignan-Rivesaltes (Llabanère) Airport,42.74039840698242,2.8706700801849365
CTT,Le Castellet Airport,43.252498626708984,5.785190105438232
MPL,Montpellier-Méditerranée Airport,43.57619857788086,3.96301007270813
BZR,Béziers-Vias Airport,43.32350158691406,3.3538999557495117
AVN,Avignon-Caumont Airport,43.90729904174805,4.901830196380615
MEN,Mende-Brenoux Airfield,44.502102,3.53282
BVA,Paris Beauvais Tillé Airport,49.45439910888672,2.1127800941467285
EVX,Évreux-Fauville (BA 105) Air Base,49.02870178222656,1.2198599576950073
LEH,Le Havre Octeville Airport,49.53390121459961,0.08805599808692932
XAB,Abbeville,50.143501,1.831891
ORE,Orléans-Bricy (BA 123) Air Base,47.9878005981,1.7605600357100002
XCR,Châlons-Vatry Airport,48.7733333333,4.206111111
URO,Rouen Airport,49.38420104980469,1.1748000383377075
TUF,Tours-Val-de-Loire Airport,47.4322013855,0.727605998516
CET,Cholet Le Pontreau Airport,47.08209991455078,-0.8770639896392822
LVA,Laval-Entrammes Airport,48.03139877319336,-0.7429860234260559
LBG,Paris-Le Bourget Airport,48.969398498535156,2.441390037536621
CSF,Creil Air Base,49.253501892089844,2.5191400051116943
CDG,Charles de Gaulle International Airport,49.012798,2.55
TNF,Toussus-le-Noble Airport,48.75189971923828,2.1061899662017822
ORY,Paris-Orly Airport,48.7233333,2.3794444
POX,Pontoise - Cormeilles-en-Vexin Airport,49.096667,2.040833
VIY,Villacoublay-Vélizy (BA 107) Air Base,48.7741667,2.1916667
NVS,Nevers-Fourchambault Airport,47.002601623535156,3.1133298873901367
XME,Maubeuge-Élesmes Airport,50.31050109863281,4.033120155334473
LIL,Lille-Lesquin Airport,50.563332,3.086886
HZB,Merville-Calonne Airport,50.61840057373047,2.642240047454834
XCZ,Charleville-Mézières Airport,49.78390121459961,4.647079944610596
BES,Brest Bretagne Airport,48.447898864746094,-4.418540000915527
CER,Cherbourg-Maupertus Airport,49.65010070800781,-1.4702800512313843
DNR,Dinard-Pleurtuit-Saint-Malo Airport,48.58769989013672,-2.0799601078033447
LBY,La Baule-Escoublac Airport,47.289398193359375,-2.3463900089263916
GFR,Granville Airport,48.88309860229492,-1.564170002937317
DOL,Deauville-Saint-Gatien Airport,49.3652992249,0.154305994511
LRT,Lorient South Brittany (Bretagne Sud) Airport,47.76060104370117,-3.440000057220459
EDM,La Roche-sur-Yon Airport,46.701900482177734,-1.3786300420761108
LDV,Landivisiau Air Base,48.53030014038086,-4.151639938354492
CFR,Caen-Carpiquet Airport,49.173301696777344,-0.44999998807907104
LME,Le Mans-Arnage Airport,47.94860076904297,0.20166699588298798
RNS,Rennes-Saint-Jacques Airport,48.069499969499994,-1.73478996754
LAI,Lannion-Côte de Granit Airport,48.754398,-3.47166
UIP,Quimper-Cornouaille Airport,47.974998474121094,-4.167789936065674
NTE,Nantes Atlantique Airport,47.153198242200006,-1.61073005199
SBK,Saint-Brieuc-Armor Airport,48.5378,-2.85444
MXN,Morlaix-Ploujean Airport,48.6031990051,-3.81577992439
VNE,Vannes-Meucon Airport,47.72330093383789,-2.718559980392456
SNR,Saint-Nazaire-Montoir Airport,47.3105556,-2.1566667
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,47.59,7.5291667
DIJ,Dijon-Bourgogne Airport,47.268902,5.09
MZM,Metz-Frescaty (BA 128) Air Base,49.07170104980469,6.131669998168945
EPL,Épinal-Mirecourt Airport,48.325001,6.06998
ENC,Nancy-Essey Airport,48.692100524902344,6.230460166931152
RHE,Reims-Champagne (BA 112) Air Base,49.310001,4.05
SXB,Strasbourg Airport,48.538299560546875,7.628230094909668
TLN,Toulon-Hyères Airport,43.0973014832,6.14602994919
FNI,Nîmes-Arles-Camargue Airport,43.75740051269531,4.4163498878479
MQC,Miquelon Airport,47.095500946,-56.3802986145
FSP,St Pierre Airport,46.762901306152344,-56.173099517822266
PYR,Andravida Air Base,37.9207,21.292601
AGQ,Agrinion Air Base,38.602001,21.3512001
AXD,Dimokritos Airport,40.855899810791016,25.956300735473633
VOL,Nea Anchialos Airport,39.219600677490234,22.794300079345703
JKH,Chios Island National Airport,38.34320068359375,26.140600204467773
IOA,Ioannina Airport,39.6963996887207,20.822500228881836
HER,Heraklion International Nikos Kazantzakis Airport,35.3396987915,25.180299758900002
KSO,Kastoria National Airport,40.4463005066,21.2821998596
KIT,Kithira Airport,36.2742996216,23.0170001984
EFL,Kefallinia Airport,38.12009811401367,20.500499725341797
KLX,Kalamata Airport,37.06829833984375,22.02549934387207
KGS,Kos Airport,36.79330062866211,27.091699600219727
AOK,Karpathos Airport,35.4213981628418,27.145999908447266
CFU,Ioannis Kapodistrias International Airport,39.601898193359375,19.911699295043945
KSJ,Kasos Airport,35.4213981628,26.909999847399998
KVA,Alexander the Great International Airport,40.913299560546875,24.619199752807617
KZI,Filippos Airport,40.28609848022461,21.84079933166504
LRS,Leros Airport,37.184898,26.800301
LXS,Limnos Airport,39.917098999,25.236299514799995
LRA,Larisa Airport,39.650253,22.4655
JMK,Mikonos Airport,37.43510055541992,25.348100662231445
MJT,Mytilene International Airport,39.0567016602,26.5983009338
PVK,Aktion National Airport,38.925498962402344,20.765300750732422
RHO,Diagoras Airport,36.405399322509766,28.086200714111328
GPA,Araxos Airport,38.1511,21.4256
CHQ,Chania International Airport,35.531700134277344,24.149700164794922
JSI,Skiathos Island National Airport,39.177101135253906,23.503700256347656
SMI,Samos Airport,37.689998626708984,26.911699295043945
SPJ,Sparti Airport,36.973899841308594,22.52630043029785
JTR,Santorini Airport,36.399200439453125,25.479299545288086
JSH,Sitia Airport,35.21609878540039,26.101299285888672
SKU,Skiros Airport,38.9676017761,24.4871997833
SKG,Thessaloniki Macedonia International Airport,40.51969909667969,22.97089958190918
ZTH,"Zakynthos International Airport ""Dionysios Solomos""",37.7509,20.8843
BUD,Budapest Liszt Ferenc International Airport,47.42976,19.261093
DEB,Debrecen International Airport,47.48889923095703,21.615299224853516
CRV,Crotone Airport,38.9972,17.0802
BRI,Bari Karol Wojtyła Airport,41.138901,16.760599
FOG,"Foggia ""Gino Lisa"" Airport",41.432899,15.535
TAR,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",40.517502,17.4032
LCC,Lecce Galatina Air Base,40.239201,18.133301
PSR,Pescara International Airport,42.431702,14.1811
BDS,Brindisi – Salento Airport,40.6576,17.947001
SUF,Lamezia Terme Airport,38.905399,16.2423
CTA,Catania-Fontanarossa Airport,37.466801,15.0664
LMP,Lampedusa Airport,35.497898,12.6181
PNL,Pantelleria Airport,36.816502,11.9689
PMO,Falcone–Borsellino Airport,38.175999,13.091
REG,Reggio Calabria Airport,38.071201,15.6516
TPS,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488
NSY,Sigonella Navy Air Base,37.401699,14.9224
AHO,Alghero-Fertilia Airport,40.632099,8.29077
DCI,Decimomannu Air Base,39.354198,8.97248
CAG,Cagliari Elmas Airport,39.251499,9.05428
OLB,Olbia Costa Smeralda Airport,40.898701,9.51763
TTB,Tortolì Airport,39.9188,9.68298
MXP,Malpensa International Airport,45.6306,8.72811
BGY,Il Caravaggio International Airport,45.673901,9.70417
TRN,Turin Airport,45.200802,7.64963
ALL,Villanova D'Albenga International Airport,44.050598,8.12743
GOA,Genoa Cristoforo Colombo Airport,44.4133,8.8375
LIN,Milano Linate Airport,45.445099,9.27674
PMF,Parma Airport,44.824501,10.2964
CUF,Cuneo International Airport,44.547001,7.62322
AVB,Aviano Air Base,46.031898,12.596503
BZO,Bolzano Airport,46.460201,11.3264
BLQ,Bologna Guglielmo Marconi Airport,44.5354,11.2887
TSF,Treviso-Sant'Angelo Airport,45.648399,12.1944
FRL,Forlì Airport,44.194801,12.0701
VBS,Brescia Airport,45.428902,10.3306
TRS,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722
RMI,Federico Fellini International Airport,44.020302,12.6117
VIC,Vicenza Airport,45.573399,11.5295
QPA,Padova Airport,45.395802,11.8479
VRN,Verona Villafranca Airport,45.395699,10.8885
VCE,Venice Marco Polo Airport,45.505299,12.3519
SAY,Siena-Ampugnano Airport,43.256302,11.255
CIA,Ciampino–G. B. Pastine International Airport,41.7994,12.5949
FCO,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889
EBA,Marina Di Campo Airport,42.7603,10.2394
QLT,Latina Air Base,41.5424,12.909
NAP,Naples International Airport,40.886002,14.2908
PSA,Pisa International Airport,43.683899,10.3927
FLR,Peretola Airport,43.810001,11.2051
GRS,Grosseto Air Base,42.759701,11.0719
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132
LJU,Ljubljana Jože Pučnik Airport,46.223701,14.4576
MBX,Maribor Airport,46.47990036010742,15.686100006103516
POW,Portoroz Airport,45.4734001159668,13.614999771118164
UHE,Kunovice Airport,49.02939987182617,17.439699172973633
KLV,Karlovy Vary International Airport,50.202999114990234,12.914999961853027
OSR,Ostrava Leos Janáček Airport,49.6963005065918,18.111099243164062
PED,Pardubice Airport,50.01340103149414,15.73859977722168
PRV,Přerov Air Base,49.42580032348633,17.404699325561523
PRG,Václav Havel Airport Prague,50.1008,14.26
BRQ,Brno-Tuřany Airport,49.15129852294922,16.694400787353516
VOD,Vodochody Airport,50.216599,14.3958
TLV,Ben Gurion International Airport,32.01139831542969,34.88669967651367
BEV,Beersheba (Teyman) Airport,31.287000656128,34.722999572754
ETH,Eilat Airport,29.56130027770996,34.96009826660156
EIY,Ein Yahav Airfield,30.621700286865234,35.20330047607422
HFA,Haifa International Airport,32.80939865112305,35.04309844970703
RPN,Ben Ya'akov Airport,32.98099899291992,35.5718994140625
MTZ,Bar Yehuda Airfield,31.32819938659668,35.38859939575195
VTM,Nevatim Air Base,31.208299636799996,35.012298584
VDA,Ovda International Airport,29.94029998779297,34.93579864501953
MIP,Ramon Air Base,30.776100158691406,34.66669845581055
SDV,Sde Dov Airport,32.11470031738281,34.78219985961914
MLA,Malta International Airport,35.857498,14.4775
GRZ,Graz Airport,46.9911003112793,15.439599990844727
INN,Innsbruck Airport,47.260201,11.344
LNZ,Linz Hörsching Airport,48.2332,14.1875
SZG,Salzburg Airport,47.793300628699996,13.0043001175
VIE,Vienna International Airport,48.110298156738,16.569700241089
AVR,Alverca Air Base,38.883301,-9.0301
SMA,Santa Maria Airport,36.97140121459961,-25.17060089111328
BGC,Bragança Airport,41.8578,-6.70713
BYJ,Beja Airport / Airbase,38.078899,-7.9324
BGZ,Braga Municipal Aerodrome,41.5871009827,-8.445139884949999
CAT,Cascais Airport,38.724998,-9.35523
FLW,Flores Airport,39.455299377441406,-31.131399154663086
FAO,Faro Airport,37.0144004822,-7.96590995789
GRW,Graciosa Airport,39.092201232910156,-28.029800415039062
HOR,Horta Airport,38.519901275634766,-28.715900421142578
TER,Lajes Airport,38.761799,-27.090799
QLR,Monte Real Air Base,39.828335,-8.8875
PDL,João Paulo II Airport,37.7411994934,-25.6979007721
PIX,Pico Airport,38.554298,-28.441299
PRM,Portimão Airport,37.1493,-8.58396
OPO,Francisco de Sá Carneiro Airport,41.2481002808,-8.68138980865
PXO,Porto Santo Airport,33.0733985901,-16.3500003815
LIS,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592
SJZ,São Jorge Airport,38.66550064086914,-28.175800323486328
VRL,Vila Real Airport,41.2743,-7.72047
VSE,Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899
OMO,Mostar International Airport,43.282901763916016,17.84589958190918
SJJ,Sarajevo International Airport,43.82460021972656,18.331499099731445
ARW,Arad International Airport,46.17660140991211,21.261999130249023
BCM,Bacău Airport,46.52190017700195,26.91029930114746
BAY,Tautii Magheraus Airport,47.65840148925781,23.469999313354492
BBU,Băneasa International Airport,44.50320053100586,26.102100372314453
CND,Mihail Kogălniceanu International Airport,44.36220169067383,28.488300323486328
CLJ,Cluj-Napoca International Airport,46.78519821166992,23.686199188232422
CSB,Caransebeş Airport,45.41999816894531,22.253299713134766
CRA,Craiova Airport,44.31809997558594,23.888599395751953
IAS,Iaşi Airport,47.17850112915039,27.6205997467041
OMR,Oradea International Airport,47.025299072265625,21.90250015258789
OTP,Henri Coandă International Airport,44.5711111,26.085
SBZ,Sibiu International Airport,45.78559875488281,24.091299057006836
SUJ,Satu Mare Airport,47.70330047607422,22.885700225830078
SCV,Suceava Stefan cel Mare Airport,47.6875,26.35409927368164
TCE,Tulcea Airport,45.0625,28.71430015563965
TGM,Transilvania Târgu Mureş International Airport,46.46770095825195,24.412500381469727
TSR,Timişoara Traian Vuia Airport,45.809898376464844,21.337900161743164
GVA,Geneva Cointrin International Airport,46.23809814453125,6.108950138092041
SIR,Sion Airport,46.219600677500004,7.326759815220001
EML,Emmen Air Base,47.092444,8.305184
LUG,Lugano Airport,46.00429916379999,8.9105796814
BRN,Bern Belp Airport,46.914100647,7.497149944309999
ZHI,Grenchen Airport,47.181599,7.41719
ZRH,Zürich Airport,47.464699,8.54917
ACH,St Gallen Altenrhein Airport,47.4850006104,9.560770034789998
SMV,Samedan Airport,46.53409957885742,9.884110450744629
ESB,Esenboğa International Airport,40.128101348899996,32.995098114
ANK,Etimesgut Air Base,39.949798584,32.6885986328
ADA,Adana Airport,36.9822006226,35.280399322499996
UAB,İncirlik Air Base,37.002101898199996,35.4258995056
AFY,Afyon Airport,38.726398468,30.6011009216
AYT,Antalya International Airport,36.898701,30.800501
GZT,Gaziantep International Airport,36.9472007751,37.4786987305
KYA,Konya Airport,37.979,32.561901
MZH,Amasya Merzifon Airport,40.829399,35.521999
VAS,Sivas Nuri Demirağ Airport,39.813801,36.9035
MLX,Malatya Erhaç Airport,38.435298919699996,38.0909996033
ASR,Kayseri Erkilet Airport,38.770401001,35.4953994751
TJK,Tokat Airport,40.307430267333984,36.367408752441406
DNZ,Çardak Airport,37.7855987549,29.7012996674
ISL,Atatürk International Airport,40.976898,28.8146
BZI,Balıkesir Merkez Airport,39.619300842285156,27.926000595092773
BDM,Bandırma Airport,40.31800079345703,27.977699279785156
ESK,Eskişehir Air Base,39.7840995789,30.582099914599997
ADB,Adnan Menderes International Airport,38.2924003601,27.156999588
IGL,Çiğli Airport,38.513000488299994,27.010099411
KCO,Cengiz Topel Airport,40.73500061035156,30.08329963684082
DLM,Dalaman International Airport,36.7131004333,28.7924995422
BXN,Imsık Airport,37.140098571777344,27.669700622558594
EZS,Elazığ Airport,38.6068992615,39.2914009094
DIY,Diyarbakir Airport,37.893901825,40.201000213600004
ERC,Erzincan Airport,39.7102012634,39.527000427199994
ERZ,Erzurum International Airport,39.9565010071,41.17020034789999
TZX,Trabzon International Airport,40.99509811401367,39.78969955444336
VAN,Van Ferit Melen Airport,38.46820068359375,43.332298278808594
BAL,Batman Airport,37.929000854499996,41.1166000366
SXZ,Siirt Airport,37.97890090942383,41.84040069580078
BZY,Bălți International Airport,47.843056,27.777222
KIV,Chişinău International Airport,46.92770004272461,28.930999755859375
OHD,Ohrid St. Paul the Apostle Airport,41.18,20.7423
SKP,Skopje Alexander the Great Airport,41.961601,21.621401
GIB,Gibraltar Airport,36.1511993408,-5.3496599197400005
BEG,Belgrade Nikola Tesla Airport,44.8184013367,20.3090991974
INI,Nis Airport,43.337299,21.853701
TGD,Podgorica Airport,42.359402,19.2519
PRN,Priština International Airport,42.5728,21.035801
TIV,Tivat Airport,42.404701232910156,18.72330093383789
BTS,M. R. Štefánik Airport,48.17020034790039,17.21269989013672
KSC,Košice Airport,48.66310119628906,21.241100311279297
PZY,Piešťany Airport,48.62519836425781,17.828399658203125
SLD,Sliač Airport,48.63779830932617,19.13409996032715
TAT,Poprad-Tatry Airport,49.073600769,20.2411003113
NCA,North Caicos Airport,21.9175,-71.939598
PLS,Providenciales Airport,21.77359962463379,-72.26589965820312
XSC,South Caicos Airport,21.515699386599998,-71.528503418
BRX,Maria Montez International Airport,18.25149917602539,-71.12039947509766
CBJ,Cabo Rojo Airport,17.929000854492188,-71.6447982788086
LRM,Casa De Campo International Airport,18.450700759887695,-68.91179656982422
PUJ,Punta Cana International Airport,18.567399978599997,-68.36340332030001
POP,Gregorio Luperon International Airport,19.75790023803711,-70.56999969482422
SDQ,Las Américas International Airport,18.42970085144,-69.668899536133
STI,Cibao International Airport,19.406099319458008,-70.60469818115234
CBV,Coban Airport,15.468999862670898,-90.40670013427734
GUA,La Aurora Airport,14.5833,-90.527496
RER,Retalhuleu Airport,14.520999908447266,-91.69730377197266
GSJ,San José Airport,13.936200141899999,-90.83580017090001
LCE,Goloson International Airport,15.7425,-86.852997
SAP,Ramón Villeda Morales International Airport,15.4526,-87.923599
GJA,La Laguna Airport,16.4454,-85.906601
RTB,Juan Manuel Galvez International Airport,16.316799,-86.523003
TEA,Tela Airport,15.7759,-87.4758
TGU,Toncontín International Airport,14.06089973449707,-87.21720123291016
TJI,Trujillo Airport,15.9268,-85.938202
OCJ,Boscobel Aerodrome,18.404199600219727,-76.96900177001953
KIN,Norman Manley International Airport,17.935699462890625,-76.7874984741211
MBJ,Sangster International Airport,18.503700256347656,-77.91339874267578
POT,Ken Jones Airport,18.1987991333,-76.53450012210001
KTP,Tinson Pen Airport,17.98859977722168,-76.82379913330078
ACA,General Juan N Alvarez International Airport,16.757099151611328,-99.75399780273438
NTR,Del Norte International Airport,25.865601,-100.237
AGU,Jesús Terán Paredo International Airport,21.705601,-102.318001
HUX,Bahías de Huatulco International Airport,15.7753,-96.262604
CVJ,General Mariano Matamoros Airport,18.834800720214844,-99.26129913330078
ACN,Ciudad Acuña New International Airport,29.332899,-101.098998
CME,Ciudad del Carmen International Airport,18.65369987487793,-91.79900360107422
NCG,Nuevo Casas Grandes Airport,30.3974,-107.875
CUL,Bachigualato Federal International Airport,24.7644996643,-107.474998474
CTM,Chetumal International Airport,18.50469970703125,-88.32679748535156
CEN,Ciudad Obregón International Airport,27.39259910583496,-109.83300018310547
CPE,Ingeniero Alberto Acuña Ongay International Airport,19.816799163800003,-90.5002975464
CJS,Abraham González International Airport,31.63610076904297,-106.42900085449219
CUU,General Roberto Fierro Villalobos International Airport,28.702899932900003,-105.964996338
CVM,General Pedro Jose Mendez International Airport,23.7033004761,-98.9564971924
CZM,Cozumel International Airport,20.52239990234375,-86.92559814453125
DGO,General Guadalupe Victoria International Airport,24.1242008209,-104.527999878
TPQ,Amado Nervo National Airport,21.4195,-104.843002
ESE,Ensenada International Airport,31.7953,-116.602997
GDL,Don Miguel Hidalgo Y Costilla International Airport,20.521799087524414,-103.31099700927734
GYM,General José María Yáñez International Airport,27.9689998626709,-110.92500305175781
TCN,Tehuacan Airport,18.49720001220703,-97.4198989868164
HMO,General Ignacio P. Garcia International Airport,29.095899581900003,-111.047996521
CLQ,Licenciado Miguel de la Madrid Airport,19.277,-103.577002
ISJ,Isla Mujeres Airport,21.2450008392334,-86.73999786376953
SLW,Plan De Guadalupe International Airport,25.54949951171875,-100.92900085449219
IZT,Ixtepec Airport,16.449301,-95.093697
LZC,Lázaro Cárdenas Airport,18.0016994476,-102.221000671
LMM,Valle del Fuerte International Airport,25.6851997375,-109.081001282
BJX,Del Bajío International Airport,20.9935,-101.481003
LAP,Manuel Márquez de León International Airport,24.072700500499998,-110.361999512
LTO,Loreto International Airport,25.989200592041016,-111.3479995727539
MAM,General Servando Canales International Airport,25.7698993683,-97.5252990723
MID,Licenciado Manuel Crescencio Rejon Int Airport,20.937000274699997,-89.657699585
MXL,General Rodolfo Sánchez Taboada International Airport,32.6306,-115.241997
MLM,General Francisco J. Mujica International Airport,19.849899292,-101.025001526
MTT,Minatitlán/Coatzacoalcos National Airport,18.1033992767,-94.58070373540001
LOV,Monclova International Airport,26.9557,-101.470001
MEX,Licenciado Benito Juarez International Airport,19.4363,-99.072098
MTY,General Mariano Escobedo International Airport,25.7784996033,-100.107002258
MZT,General Rafael Buelna International Airport,23.1613998413,-106.26599884
NOG,Nogales International Airport,31.22610092163086,-110.97599792480469
NLD,Quetzalcóatl International Airport,27.4438991547,-99.5705032349
OAX,Xoxocotlán International Airport,16.9999008179,-96.726600647
PAZ,El Tajín National Airport,20.6026992798,-97.46080017090001
PBC,Hermanos Serdán International Airport,19.1581001282,-98.3713989258
PPE,Mar de Cortés International Airport,31.351987,-113.305177
PDS,Piedras Negras International Airport,28.627399,-100.535004
UPN,Licenciado y General Ignacio Lopez Rayon Airport,19.396699905395508,-102.03900146484375
